Asset,Time,Message ID,State,Location,Event Message,Event Type(tag),Longitude,Latitude,Heading,Odometer (nm),Velocity (knots),Altitude (ft)
164,25/11/21 23:52,,Stationary,,General Tweet,25/11/2021 6:22:12 PM to 25/11/2021 6:22:12 PM,,,,0,0,0
164,25/11/21 23:52,,Stationary,,General Heart Beat,25/11/2021 6:22:11 PM to 25/11/2021 6:22:11 PM,,,,0,0,0
164,25/11/21 23:52,,Stationary,,ENG 1 N2 Exceedance,25/11/2021 6:22:10 PM to 25/11/2021 6:22:10 PM,0,0,,0,0,0
164,25/11/21 23:52,,Stationary,,General Heart Beat,25/11/2021 6:22:09 PM to 25/11/2021 6:22:09 PM,,,,0,0,0
164,25/11/21 23:52,1902,Moving,,General Heart Beat,25/11/2021 6:22:08 PM to 25/11/2021 6:22:08 PM,46.7226,24.9649,58.4235,10285.027,0,2020
164,25/11/21 23:52,1901,Moving,,General Tweet,25/11/2021 6:22:07 PM to 25/11/2021 6:22:07 PM,46.7219,24.966,138.407,10284.951,4.5,2020
164,25/11/21 23:52,1900,Moving,,General Heart Beat,25/11/2021 6:22:06 PM to 25/11/2021 6:22:06 PM,46.7219,24.966,138.407,10284.951,4.5,2020
164,25/11/21 23:52,1899,Moving,,General Heart Beat,25/11/2021 6:22:05 PM to 25/11/2021 6:22:05 PM,46.7205,24.9653,58.0171,10284.864,0,2020
164,25/11/21 23:52,1898,Moving,,ENG 2 N2 Exceedance,25/11/2021 6:22:04 PM to 25/11/2021 6:22:04 PM,46.7204,24.9655,58.0171,10284.851,0,2018
164,25/11/21 23:52,1897,Moving,,ENG 1 N2 Exceedance,25/11/2021 6:22:03 PM to 25/11/2021 6:22:03 PM,46.7204,24.9655,58.0171,10284.851,0,2018
164,25/11/21 23:52,1896,Moving,,Engine Start,25/11/2021 6:22:02 PM to 25/11/2021 6:22:02 PM,46.7204,24.9653,58.061,10284.839,0,2018
164,25/11/21 23:52,1895,Moving,,Start Recording,25/11/2021 6:22:01 PM to 25/11/2021 6:22:01 PM,46.7204,24.9653,58.061,10284.839,0,2018
